ISBN10,title,brand,discount,initial_price,final_price
1501135910,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,7.92,30.0,22.08
1501135929,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,10.92,20.0,9.08
150113597X,American Marxism,Mark R. Levin,14.0,28.0,14.0
1476729093,The Rosie Project: A Novel,Graeme Simsion,7.33,17.99,10.66
1501139231,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,5.51,28.0,22.49
9781476738024,A Man Called Ove: A Novel,Fredrik Backman,9.37,17.0,7.63
1501144316,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,10.28,28.0,17.72
1501144324,Why We Sleep: Unlocking the Power of Sleep and Dreams,by Matthew Walker PhD (Author),7.71,18.0,10.29
150114524X,My Own Words,Ruth Bader Ginsburg,12.01,30.0,17.99
1501145258,My Own Words,Ruth Bader Ginsburg,8.82,18.0,9.18
147674355X,Hopeless,Colleen Hoover,2.0,16.99,14.99
1476746583,All the Light We Cannot See,Anthony Doerr,14.47,29.0,14.53
1457312190,"The Official SAT Study Guide, 2020 Edition",The College Board,9.01,29.99,39.0
1476749302,This Tender Land: A Novel,William Kent Krueger,7.24,17.0,9.76
1476753180,Ugly Love: A Novel,Colleen Hoover,6.8,16.99,10.19
1501154656,Then She Was Gone: A Novel,Lisa Jewell,7.48,16.0,8.52
1476753830,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin NosratWendy MacNaughton,20.85,37.5,16.65
1476754470,Mr. Mercedes: A Novel (1) (The Bill Hodges Trilogy),Stephen King,2.01,18.0,15.99
1501160834,Anxious People: A Novel,Fredrik Backman,14.77,28.0,13.23
1501160842,Anxious People: A Novel,Fredrik Backman,3.88,17.0,13.12
1501161938,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,7.58,17.0,9.42
145217380X,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)",Jill TwissMarlon Bundo,5.44,18.99,13.55
1501171348,The Last Thing He Told Me: A Novel,Laura Dave,13.0,27.0,14.0
1501173219,All the Light We Cannot See: A Novel,Anthony Doerr,7.26,18.0,10.74
1452178593,Press Here,Herve Tullet,0.91,8.99,8.08
1452179611,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)","by Snoop Dogg (Author), Ryan Ford",7.49,24.95,17.46
1476792488,After (1) (The After Series),Anna Todd,8.65,17.99,9.34
1501180819,The Terminal List: A Thriller (1),Jack Carr,10.21,28.0,17.79
1501181009,The Outsider: A Novel,Stephen King,7.6,18.99,11.39
1501190113,The Family Upstairs: A Novel,Lisa Jewell,4.04,17.0,12.96
1501190660,Total Power (19) (A Mitch Rapp Novel),Kyle Mills,2.51,9.99,7.48
9781507204719,"The Green Witch: Your Complete Guide to the Natural Magic of Herbs, Flowers, Essential Oils, and More",Arin Murphy-Hiscock,8.31,17.99,9.68
1503902374,Beneath a Scarlet Sky: A Novel,Mark Sullivan,14.96,27.95,12.99
1503904598,What the Wind Knows,Amy Harmon,6.76,14.95,8.19
1503904911,Where the Forest Meets the Stars,Glendy Vanderah,7.96,14.95,6.99
9781503934719,"The Butterfly Garden (The Collector, 1)",Dot Hutchison,8.56,15.95,7.39
1503943372,Beneath a Scarlet Sky: A Novel,Mark Sullivan,1.49,14.95,13.46
1503948978,The Extraordinary Life of Sam Hell: A Novel,Robert Dugoni,3.96,14.95,10.99
1503951812,The Tuscan Child,Rhys Bowen,3.96,14.95,10.99
1503958744,The Last Green Valley: A Novel,Mark Sullivan,3.96,15.95,11.99
1503958760,The Last Green Valley: A Novel,Mark Sullivan,11.46,27.95,16.49
1508229554,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S. C. Gwynne,5.41,19.99,14.58
1509858636,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,1.03,16.99,15.96
1524714682,One of Us Is Lying,Karen M. McManus,6.99,17.99,11.0
152473165X,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,13.6,27.95,14.35
1524746029,The Girl with the Louding Voice: A Novel,Abi Daré,8.69,26.0,17.31
1524746096,The Girl with the Louding Voice: A Novel,Abi Daré,4.72,17.0,12.28
1524761338,Ready Player Two: A Novel,Ernest Cline,15.81,28.99,13.18
1524761346,Ready Player Two: A Novel,Ernest Cline,3.92,17.0,13.08
1524763136,Becoming,Michelle Obama,20.61,32.5,11.89
1524763144,Becoming,Michelle Obama,8.51,18.99,10.48
1524763160,A Promised Land,Barack Obama,22.01,45.0,22.99
1510764690,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Michael Cohen,16.55,32.5,15.95
9781524770563,"We're Different, We're the Same (Sesame Street)",Joe Mathieu,1.0,9.99,8.99
152479628X,Fire & Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R. R. Martin,10.52,35.0,24.48
1524796301,Fire & Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R. R. Martin,5.02,22.0,16.98
9781524797140,Camino Island: A Novel,John Grisham,6.87,17.0,10.13
1524798649,Daisy Jones & The Six: A Novel,Taylor Jenkins Reid,6.84,17.0,10.16
1524798657,Malibu Rising: A Novel,Taylor Jenkins Reid,11.2,28.0,16.8
1524869678,Home Body,Rupi Kaur,4.5,21.99,17.49
1525823566,The Things We Cannot Say: A Novel,Kelly Rimmer,3.41,16.99,13.58
1516703839,"ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition",TEAS Exam Secrets Test Prep Team,21.82,44.99,66.81
1529018587,Twas The Nightshift Before Christmas,Adam Kay,4.27,19.99,15.72
1529342007,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,12.0,26.99,14.99
1529361338,Tall Tales and Wee Stories,Billy Connolly,6.0,26.99,20.99
1538703556,"Deadly Cross (Alex Cross, 28)",James Patterson,3.41,16.99,13.58
1538713837,The President Is Missing: A Novel,James PattersonBill Clinton,7.58,17.99,10.41
1538714655,"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away",Kerry Fisher,1.3,12.99,11.69
1538715945,"The 19th Christmas (Women's Murder Club, 19)",James PattersonMaxine Paetro,6.99,16.99,10.0
1538719673,A Gambling Man (An Archer Novel),David Baldacci,15.01,29.0,13.99
1538719681,A Gambling Man (An Archer Novel),David Baldacci,5.0,16.99,11.99
1538724731,Verity,Colleen Hoover,3.91,16.99,13.08
1538728540,Every Breath,Nicholas Sparks,6.86,15.99,9.13
1538728575,The Return,Nicholas Sparks,17.64,28.0,10.36
1538728583,The Return,Nicholas Sparks,4.51,16.99,12.48
1538728621,The Wish,Nicholas Sparks,14.0,28.0,14.0
1538731754,"Dark Sacred Night (A Renée Ballard and Harry Bosch Novel, 21)",Michael Connelly,2.5,16.99,14.49
1538733722,"The Night Fire (A Renée Ballard and Harry Bosch Novel, 22)",Michael Connelly,5.52,16.99,11.47
1538736330,"Fair Warning (Jack McEvoy, 3)",Michael Connelly,5.71,16.99,11.28
1538748215,Win,Harlan Coben,14.5,29.0,14.5
1538748231,Win (Windsor Horne Lockwood III),Harlan Coben,3.91,16.99,13.08
1538750589,One Good Deed (An Archer Novel),David Baldacci,7.18,16.99,9.81
1538752530,"The Law of Innocence (A Lincoln Lawyer Novel, 6)",Michael Connelly,1.0,9.99,8.99
1538752549,"The Law of Innocence (A Lincoln Lawyer Novel, 6)",Michael Connelly,3.0,16.99,13.99
153876153X,"Long Road to Mercy (An Atlee Pine Thriller, 1)",David Baldacci,3.41,16.99,13.58
1538761637,"A Minute to Midnight (An Atlee Pine Thriller, 2)",David Baldacci,4.4,16.99,12.59
1538761653,"Daylight (An Atlee Pine Thriller, 3)",David Baldacci,3.52,16.99,13.47
1538761696,"Daylight (An Atlee Pine Thriller, 3)",David Baldacci,13.83,29.0,15.17
1539427765,Punk 57,Penelope Douglas,1.0,14.99,13.99
1544512279,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,2.0,19.99,17.99
1547601329,Throne of Glass (Collector's Edition),Sarah J. Maas,6.51,35.0,28.49
1542000173,Layla,Colleen Hoover,4.96,14.95,9.99
1542004527,When We Believed in Mermaids: A Novel,Barbara O'Neal,8.26,14.95,6.69
1542005132,The Dressmaker's Gift,Fiona Valpy,5.96,14.95,8.99
1542005159,The Skylark's Secret,Fiona Valpy,6.16,14.95,8.79
1542005221,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,4.0,24.95,20.95
154200523X,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,3.97,15.95,11.98
1542016428,Regretting You,Colleen Hoover,3.96,14.95,10.99
1542019508,Devoted,Dean Koontz,16.2,28.99,12.79
1542019516,Devoted,Dean Koontz,6.0,16.99,10.99
1542019818,This Magnificent Dappled Sea: A Novel,David Biro,8.46,14.95,6.49
1542019850,Elsewhere,Dean Koontz,15.7,28.99,13.29
1542019877,Elsewhere,Dean Koontz,8.0,16.99,8.99
154201994X,The Other Emily,Dean Koontz,4.0,16.99,12.99
1542019958,The Other Emily,Dean Koontz,13.0,28.99,15.99
1542020093,"Spellbreaker (Spellbreaker, 1)",Charlie N. Holmberg,8.26,14.95,6.69
1542020123,The Haunting of Brynn Wilder: A Novel,Wendy Webb,7.96,14.95,6.99
1542020190,Every Last Secret,A. R. Torre,4.0,15.95,11.95
1542021472,The Keeper of Happy Endings,Barbara Davis,3.96,14.95,10.99
1542021545,Seven Perfect Things: A Novel,Catherine Ryan Hyde,4.0,14.95,10.95
154202174X,West with Giraffes: A Novel,Lynda Rutledge,6.96,24.95,17.99
1542023343,West with Giraffes: A Novel,Lynda Rutledge,6.16,14.95,8.79
154202594X,The Next Wife,Kaira Rouda,8.46,15.95,7.49
154202773X,Seven Perfect Things: A Novel,Catherine Ryan Hyde,9.96,24.95,14.99
1542028752,Her Perfect Family,Teresa Driscoll,4.0,15.95,11.95
9781542046596,I Am Watching You,Teresa Driscoll,8.66,15.95,7.29
1547604174,A Court of Thorns and Roses Collector's Edition,Sarah J. Maas,3.5,35.0,31.5
1549107690,The Dark Hours (A Renee Ballard and Harry Bosch Novel),Michael Connelly,4.01,40.0,35.99
1549109200,The Wish,Nicholas Sparks,22.69,40.0,17.31
1558580093,The Rainbow Fish,Marcus PfisterJ Alison James,4.96,18.95,13.99
1558585362,"Rainbow Fish Board Book, The",Marcus Pfister,4.01,9.95,5.94
1568585985,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi,9.85,19.99,10.14
1572245379,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.5,18.95,14.45
1591842808,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,11.81,28.0,16.19
1589255518,I Love You to the Moon and Back,Amelia Hepworth,3.71,7.99,4.28
9781591846444,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,1.6,16.0,14.4
1601429185,When God Made You,Matthew Paul Turner,3.66,11.99,8.33
1601429649,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,9.99,23.99,14.0
1594200092,Alexander Hamilton,Ron Chernow,19.01,37.0,17.99
1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,10.03,26.95,16.92
1580627560,Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,9.56,15.95,6.39
159448385X,A Thousand Splendid Suns,Khaled Hosseini,7.04,17.0,9.96
1577314808,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,9.49,17.0,7.51
1585424331,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),Napoleon Hill,2.51,10.0,7.49
9781594631931,The Kite Runner,Khaled Hosseini,6.5,17.0,10.5
1578563232,God Gave Us You,Lisa Tawn BergrenLaura J. Bryant,1.1,10.99,9.89
1594634718,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,11.65,26.0,14.35
1594634726,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,7.62,17.0,9.38
1609580427,The Care and Keeping of You 2: The Body Book for Older Girls,Cara Natterson,4.1,12.99,8.89
1609580834,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","by Valorie Schaefer (Author), Josee Masse (Illustrator)",1.95,12.99,11.04
1594744769,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,8.49,18.99,10.5
9781594746031,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,5.98,14.99,9.01
9781590302255,The Art of War,Sun Tzu,1.31,8.99,7.68
1606601210,A Christmas Carol (Calla Editions),Charles Dickens,6.39,25.0,18.61
1592408419,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,3.7,17.0,13.3
9781590525135,Redeeming Love,Francine Rivers,3.22,16.0,12.78
1607105519,Dracula,Bram Stoker,5.02,14.99,9.97
1599906953,"Throne of Glass (Throne of Glass, 1)",Sarah J. Maas,6.99,19.99,13.0
1595147888,Thirteen Reasons Why,Jay Asher,2.6,10.99,8.39
9781592858491,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,6.45,16.95,10.5
160774273X,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza [A Cookbook],Ken Forkish,17.61,35.0,17.39
9781595555274,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,17.11,28.99,11.88
1582701709,The Secret,Rhonda Byrne,12.33,23.95,11.62
1595586431,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,2.78,19.95,17.17
1607747308,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,by Marie Kondō (Author),8.41,16.99,8.58
9781582972404,The Crystal Bible (The Crystal Bible Series),Judy Hall,7.04,21.99,14.95
1580058825,So You Want to Talk About Race,Ijeoma Oluo,8.53,16.99,8.46
1603868127,The Power of Your Subconscious Mind,Joseph Murphy,0.5,4.99,4.49
160106493,"Knock Knock What I Love about You Fill in the Love Book Fill-in-the-Blank Gift Journal, 4.5 x 3.25-Inches",Knock Knock,3.79,11.8,8.01
1611761697,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,12.06,49.95,37.89
1591451884,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,9.46,16.99,7.53
1612183956,Pines (Wayward Pines),Blake Crouch,7.96,14.95,6.99
1612680178,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,3.31,17.95,14.64
1612680194,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,1.81,8.99,7.18
1615190619,"Forks Over Knives―The Cookbook: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,7.69,18.95,11.26
1617750255,Go the F**k to Sleep,Adam Mansbach,5.3,15.95,10.65
1628600012,"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Dr. Jason FungJimmy Moore,14.58,29.95,15.37
1628603135,Southern Keto: 100+ Traditional Food Favorites for a Low-Carb Lifestyle,Natasha Newton,19.46,34.95,15.49
1626250766,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,13.66,24.95,11.29
1631492853,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,10.11,27.95,17.84
9781631494536,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,5.42,17.95,12.53
1640952497,Think and Grow Rich: For the Modern Reader (Official Publication of the Napoleon Hill Foundation),Napoleon Hill,6.46,12.95,6.49
1616205679,The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),Kelly Barnhill,7.7,17.95,10.25
1616207469,The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),Kelly Barnhill,3.57,9.95,6.38
1616208686,An American Marriage (Oprah's Book Club): A Novel,Tayari Jones,5.41,16.95,11.54
1619630346,"Throne of Glass (Throne of Glass, 1)",Sarah J. Maas,2.03,11.99,9.96
1619630621,"Crown of Midnight (Throne of Glass, 2)",Sarah J. Maas,3.0,19.99,16.99
1619630648,"Crown of Midnight (Throne of Glass, 2)",Sarah J. Maas,1.5,11.99,10.49
9781619630659,"Heir of Fire (Throne of Glass, 3)",Sarah J. Maas,5.2,19.99,14.79
1619630672,"Heir of Fire (Throne of Glass, 3)",Sarah J. Maas,1.5,11.99,10.49
1619636069,"Queen of Shadows (Throne of Glass, 4)",Sarah J. Maas,2.6,11.99,9.39
1619636093,"Empire of Storms (Throne of Glass, 5)",Sarah J. Maas,1.2,11.99,10.79
1619636123,"Kingdom of Ash (Throne of Glass, 7)",Sarah J. Maas,1.4,13.99,12.59
9781616386108,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,5.5,16.99,11.49
1623156122,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,6.02,14.99,8.97
1623158087,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,5.01,11.99,6.98
1623158281,Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,Margarita Alcantara,6.4,15.99,9.59
1623159040,The Complete Anti-Inflammatory Diet for Beginners: A No-Stress Meal Plan with Easy Recipes to Heal the Immune System,Dorothy CalimerisLulu Cook,7.6,18.99,11.39
1623159911,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,6.0,14.99,8.99
1638788499,The Spell Book for New Witches: Essential Spells to Change Your Life,Ambrosia Hawthorn,12.35,22.99,10.64
1638788510,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Paige Vanderbeck,12.35,22.99,10.64
1629998915,"The Harbinger II: The Return (Harbinger, 2)",Jonathan Cahn,11.39,24.99,13.6
1629998958,The Harbinger II: The Return,Jonathan Cahn,5.39,18.99,13.6
1630061387,BLITZ: Trump Will Smash the Left and Win,David Horowitz,16.84,27.99,11.15
9781641521666,"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1)",Sonya Renee TaylorBianca I. Laureano,4.81,12.99,8.18
1627790624,Killing the Rising Sun: How America Vanquished World War II Japan,Bill O'Reilly,16.08,30.0,13.92
1627792120,"Six of Crows (Six of Crows, 1)",Leigh Bardugo,8.5,19.99,11.49
9781627792134,"Crooked Kingdom: A Sequel to Six of Crows (Six of Crows, 2)",Leigh Bardugo,4.48,19.99,15.51
1641522631,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"by Ph.D., Katie Stokes, M.Ed., (Author)",3.6,8.99,5.39
1627797041,Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series),Bill O'Reilly,15.0,30.0,15.0
�� 1641526270,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.46,8.99,4.53
1641526378,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.0,9.99,5.99
1635575559,"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,8.41,28.0,19.59
1635575567,A Court of Thorns and Roses,Sarah J. Maas,7.2,18.0,10.8
1635575583,A Court of Mist and Fury (A Court of Thorns and Roses),Sarah J. Maas,3.75,18.0,14.25
1635575605,"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,3.06,18.0,14.94
1635575621,A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,2.11,16.0,13.89
163557563X,Piranesi,Susanna Clarke,10.11,27.0,16.89
164152815X,The Bible in 52 Weeks: A Yearlong Bible Study for Women,Dr. Kimberly D. Moore,6.0,14.99,8.99
1635577020,House of Earth and Blood (Crescent City),Sarah J. Maas,5.35,18.0,12.65
1635577802,Piranesi,Susanna Clarke,2.51,17.0,14.49
1620971933,The New Jim Crow: Mass Incarceration in the Age of Colorblindness - 10th Anniversary Edition,Michelle Alexander,4.0,18.99,14.99
1620975459,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,9.3,27.99,18.69
1646084357,The Ultimate Guide to Modern Calligraphy & Hand Lettering for Beginners,June & Lucy,6.33,24.99,18.66
1646110641,The Spell Book for New Witches: Essential Spells to Change Your Life,Ambrosia Hawthorn,6.8,16.99,10.19
1646115643,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Paige Vanderbeck,6.0,14.99,8.99
1683993055,The Girl Who Lived: A Thrilling Suspense Novel,Christopher Greyson,2.7,15.99,13.29
168052206X,Now You Are One (Little Bird Greetings),Minnie BirdsongCottage Door Press,1.7,7.99,6.29
1680524046,365 Bedtime Stories and Rhymes,Cottage Door Press,1.5,14.99,13.49
1680524933,Potty Time! (Daniel Tiger's Neighborhood) (Daniel Tiger's Neighborhood Interactive Take-Along Children's Sound Book),Cottage Door Press,4.78,9.99,5.21
1684223911,The Power of Your Subconscious Mind,Joseph Murphy,0.5,5.45,4.95
164845044X,"Interesting Stories For Curious People: A Collection of Fascinating Stories About History, Science, Pop Culture and Just About Anything Else You Can Think of",Bill O'Neill,4.8,12.99,8.19
1727408403,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,3.46,8.7,5.24
168119628X,"A Court of Silver Flames (A Court of Thorns and Roses, 5)",Sarah J. Maas,11.16,28.0,16.84
168119922X,"Tower of Dawn (Throne of Glass, 6)",Sarah J. Maas,5.1,11.99,6.89
1728215722,The Last Flight: A Novel,Julie Clark,6.68,26.99,20.31
1728234220,The Last Flight,Julie Clark,7.01,16.99,9.98
1728258456,"A Touch of Darkness (Hades X Persephone, 1)",Scarlett St. Clair,5.19,16.99,11.8
1788171829,"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,3.7,16.99,13.29
1791392792,Verity,Colleen Hoover,1.9,18.99,17.09
1775293939,"The Deal (Off-Campus, 1)",Elle Kennedy,3.4,16.99,13.59
1784703931,Homo Deus: A Brief History of Tomorrow,by HARARI YUVAL NOAH (Author),282.49,299.0,16.51
1789096499,Later,Stephen King,5.39,14.95,9.56
9781780671062,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,5.96,15.95,9.99
1785042149,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,by B. Brown (Author),13.99,29.99,16.0
1799700569,Maybe You Should Talk to Someone,Lori Gottlieb,11.66,19.99,8.33
178681630X,The Secrets We Keep: A gripping emotional page turner,Kate Hewitt,1.1,10.99,9.89
179711588X,The Answer Is . . .: Reflections on My Life,Alex Trebek,11.2,29.99,18.79
1781809968,Moonology Oracle Cards: A 44-Card Deck and Guidebook,Yasmin Boland,2.0,19.99,17.99
179712207X,American Marxism,Mark R. Levin,7.73,29.99,22.26
1797124749,The Last Thing He Told Me: A Novel,Laura Dave,2.0,29.99,27.99
1797128507,State of Terror: A Novel,Louise PennyHillary Rodham Clinton,15.35,39.99,24.64
1842297406,How to Draw 101 Animals (1),Dan Green,1.7,4.99,3.29
1771641258,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,3.16,18.95,15.79
9781878424310,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,7.18,12.95,5.77
1847941494,Never Split the Difference: Negotiating as if Your Life Depended on It,by Never Split the Difference: Negotiating as if Your Life Depended on It (Author),33.49,49.99,16.5
9781885167774,The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,Gary KellerJay Papasan,7.89,24.95,17.06
1912714019,Jane Eyre (Chiltern Classic),by Charlotte Brontë (Author),4.01,25.0,20.99
1912714329,Frankenstein (Chiltern Classic),by Mary Shelley (Author),3.14,25.0,21.86
1912714701,A Christmas Carol (Chiltern Classic),Charles Dickens,6.61,25.0,18.39
1913419657,The Perfect Marriage: a completely gripping psychological suspense,Jeneva Rose,2.25,11.99,9.74
1936096862,The Master Guide to Drawing Anime: How to Draw Original Characters from Simple Templates (Volume 1),Christopher Hart,10.06,21.99,11.93
1938895304,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,3.0,19.99,16.99
1926444256,"Wuthering Heights Emily Bronte Classic Novel (Love, Loss and Vengeance, Required Literature), Ribbon Page Marker, Perfect for Gifting","by Emily Bronte (Author), Paper Mill Press (Author)",5.95,14.99,9.04
1943200106,"I Wrote a Book About You — A fun, fill-in-the-blank book.",M.H. Clark,1.49,14.95,13.46
1939754445,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,8.23,14.99,6.76
9781939754660,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),Crystal Chatterton,8.55,14.99,6.44
1939754984,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",by Tanya Emelyanova (Illustrator),2.0,5.99,3.99
1943451524,"The Big Book of Organic Baby Food: Baby Purées, Finger Foods, and Toddler Meals For Every Stage (Organic Foods for Baby and Toddler)",Stephanie Middleberg MS RD CDN,3.3,16.99,13.69
1940026016,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)",A.G. Riddle,1.5,14.99,13.49
9781943893171,Craving (1) (Steel Brothers Saga),Helen Hardt,5.0,15.99,10.99
1948703947,"The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day",America's Test Kitchen,13.9,40.0,26.1
1940352649,"The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series)",America's Test Kitchen,20.36,34.99,14.63
1984801252,Untamed,Glennon Doyle,11.27,28.0,16.73
1952457238,The Missing Sister,Lucinda Riley,31.55,35.99,4.44
1952457254,The Crown of Gilded Bones (Blood And Ash Series),Jennifer L. Armentrout,1.09,18.99,17.9
1984806734,Beach Read,Emily Henry,8.65,16.0,7.35
1984806750,People We Meet on Vacation,Emily Henry,6.02,16.0,9.98
1973749122,"101 So Bad, They're Good Dad Jokes",Elias Hill,1.0,6.99,5.99
1984818376,The Book of Two Ways: A Novel,Jodi Picoult,3.69,17.0,13.31
1984818465,The Sentinel: A Jack Reacher Novel,Lee ChildAndrew Child,15.99,28.99,13.0
1984818481,The Sentinel: A Jack Reacher Novel,Lee ChildAndrew Child,2.51,9.99,7.48
1984818503,Better Off Dead A Jack Reacher Novel,Lee Child,11.61,28.99,17.38
1984819585,The Reckoning: A Novel,John Grisham,6.84,17.0,10.16
1984819909,The Book of Lost Friends: A Novel,Lisa Wingate,3.7,17.0,13.3
198482015X,A Long Petal of the Sea: A Novel,Isabel Allende,13.96,28.0,14.04
1984822187,Normal People: A Novel,Sally Rooney,7.67,17.0,9.33
1950968332,"Prayer Journal for Women: 52 Week Scripture, Devotional, & Guided Prayer Journal",Shannon Roberts,8.21,29.99,21.78
