ISBN10,title,brand,discount,initial_price,final_price
0399563091,We Were the Lucky Ones: A Novel,Georgia Hunter,6.54,16.0,9.46
0007611625,The Hobbit,J.R.R. Tolkien,7.77,35.0,27.23
0399144463,Who Moved My Cheese,Spencer Johnson,13.11,22.0,8.89
0399161945,Wreck This Journal (Black) Expanded Edition,Keri Smith,4.71,15.0,10.29
0399588175,Born a Crime: Stories from a South African Childhood,Trevor Noah,14.02,28.0,13.98
0399588191,Born a Crime: Stories from a South African Childhood,Trevor Noah,7.3,18.0,10.7
0099511029,Educated: A Memoir,Tara Westover,15.0,28.0,13.0
0399590595,The Water Dancer (Oprah's Book Club): A Novel,Ta-Nehisi Coates,13.31,28.0,14.69
0399167064,Big Little Lies,Liane Moriarty,12.52,26.95,14.43
0399590617,The Water Dancer: A Novel,Ta-Nehisi Coates,5.69,18.0,12.31
0399592091,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,10.21,28.0,17.79
8925598914,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,Brené Brown,17.61,28.0,10.39
0399593535,Past Tense: A Jack Reacher Novel,Lee Child,1.09,9.99,8.9
039959356X,Blue Moon: A Jack Reacher Novel,Lee Child,2.51,9.99,7.48
9780399594496,Trump: The Art of the Deal,Donald J. Trump,3.66,16.99,13.33
0425232204,The Help,Kathryn Stockett,5.8,17.0,11.2
0399175210,Tarcherperigee Burn After Writing,Sharon Jones,7.01,14.0,6.99
0425247449,What Alice Forgot,Liane Moriarty,4.8,16.0,11.2
0425274861,Big Little Lies,Liane Moriarty,6.56,16.0,9.44
0425276767,Bared to You (A Crossfire Novel),Sylvia Day,2.01,17.0,14.99
0425284700,Before We Were Yours: A Novel,Lisa Wingate,5.7,17.0,11.3
0425288293,The Outsiders 50th Anniversary Edition,S. E. Hinton,4.71,20.0,15.29
0439023491,Catching Fire (The Hunger Games),Suzanne Collins,16.99,18.99,2.0
9780439023511,Mockingjay (The Hunger Games),Suzanne Collins,10.25,18.99,8.74
9780439023528,The Hunger Games (Book 1),Suzanne Collins,1.95,12.99,11.04
9780439064866,Harry Potter and the Chamber of Secrets,J.K. Rowling,15.05,26.99,11.94
0439064872,Harry Potter and the Chamber of Secrets (2),J. K. Rowling,4.01,10.99,6.98
0439136350,Harry Potter and the Prisoner of Azkaban (3),J.K. Rowling,13.02,26.99,13.97
0439136369,Harry Potter and the Prisoner of Azkaban (3),J.K. Rowling,2.21,10.99,8.78
0439139597,Harry Potter and the Goblet of Fire (4),J.K. Rowling,15.63,29.99,14.36
0439139600,Harry Potter and the Goblet of Fire (4),J. K. Rowling,6.07,12.99,6.92
9780439358064,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,16.3,29.99,13.69
0439358078,Harry Potter and the Order of the Phoenix (5),J. K. Rowling,6.01,12.99,6.98
0439784549,Harry Potter and the Half-Blood Prince (Book 6),J. K. Rowling,15.25,29.99,14.74
0439785960,Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,2.99,12.99,10.0
0439845009,"Bob Books, Set 1: Beginning Readers",Bobby Lynn Maslen,7.8,17.99,10.19
0440212561,Outlander,Diana Gabaldon,5.0,9.99,4.99
0440215625,Dragonfly in Amber: A Novel (Outlander),Diana Gabaldon,2.35,9.99,7.64
9780440217565,Voyager: A Novel (Outlander) (Mass Market Paperback),Diana Gabaldon,2.59,9.99,7.4
0440225809,A Breath of Snow and Ashes (Outlander),Diana Gabaldon,1.5,9.99,8.49
0440414806,Holes (Holes Series),Louis Sachar,4.32,8.99,4.67
0440238609,His Dark Materials 3-Book Paperback Boxed Set: The Golden Compass; The Subtle Knife; The Amber Spyglass,Philip Pullman,11.35,26.97,15.62
0441013597,"Dune (Dune Chronicles, Book 1)",Frank Herbert,5.99,18.0,12.01
0441172717,Dune,Frank Herbert,1.1,10.99,9.89
0446691097,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,6.0,16.99,10.99
0448456249,"Kindergarten, Here I Come!",D.J. Steinberg,2.25,5.99,3.74
0451205367,The Richest Man in Babylon,George S. Clason,1.0,9.99,8.99
045122213X,The Pillars of the Earth: A Novel (Kingsbridge),Ken Follett,6.8,22.0,15.2
0446556815,World Without End: A Novel (Kingsbridge),Ken Follett,3.18,10.99,7.81
0451232577,Fall of Giants: Book One of the Century Trilogy,Ken Follett,10.33,25.0,14.67
0451232852,Fall of Giants: Book One of the Century Trilogy,Ken Follett,2.5,10.99,8.49
0451468228,Winter of the World: Book Two of the Century Trilogy,Ken Follett,2.47,10.99,8.52
9780451470799,Corduroy,Don Freeman,3.71,7.99,4.28
0451478010,The Evening and the Morning: A Novel (Kingsbridge),Ken Follett,5.38,20.0,14.62
0451499069,Conversations with Friends: A Novel,Sally Rooney,3.29,17.0,13.71
9780451524935,1984,George Orwell,2.51,9.99,7.48
9780451526342,Animal Farm: 75th Anniversary Edition,George Orwell,2.51,9.99,7.48
0452262933,1984,George Orwell,5.37,17.0,11.63
9780452289963,"A New Earth: Awakening to Your Life's Purpose (Oprah's Book Club, Selection 61)",Eckhart Tolle,9.07,18.0,8.93
0486411435,Twelve Years a Slave (African American),Solomon Northup,1.96,9.95,7.99
0486787990,I Need a New Butt!,Dawn McMillan,3.52,8.99,5.47
9780500513606,Chanel: Collections and Creations,by Daniele Bott (Author),16.0,40.0,24.0
0515143820,Echo Burning (Jack Reacher),Lee Child,5.49,9.99,4.5
9780515144314,Without Fail (Jack Reacher),Lee Child,5.49,9.99,4.5
0544609719,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig UrbanDallas Hartwig,15.02,30.0,14.98
9780553386691,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. SiegelTina Payne Bryson,6.24,17.0,10.76
9780553386882,Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,3.01,18.0,14.99
9780517543054,Be Here Now,Ram Dass,3.88,17.17,13.29
0553418025,The Martian,Andy Weir,6.59,17.0,10.41
0671027344,The Perks of Being a Wallflower,Stephen Chbosky,7.77,15.99,8.22
0671035975,How to Stop Worrying and Start Living,Dale Carnegie,7.0,16.99,9.99
0525657606,Hamnet,Maggie O'Farrell,12.66,26.95,14.29
059331817X,Klara and the Sun: A novel,Kazuo Ishiguro,11.91,28.0,16.09
067144901X,Moo Baa La La La,Sandra Boynton,2.52,5.99,3.47
0671449028,The Going-To-Bed Book,Sandra Boynton,2.4,5.99,3.59
0544938097,Little Blue Truck's Springtime,Alice Schertle,7.88,13.99,6.11
0525948929,Atlas Shrugged (Centennial Ed.),Ayn Rand,13.92,40.0,26.08
0545044251,Harry Potter Hardcover Boxed Set: Books 1-7,J. K. Rowling,72.94,205.93,132.99
0593329821,The Paper Palace: A Novel,Miranda Cowley Heller,11.01,27.0,15.99
0593329910,Burn After Writing (Pink),Sharon Jones,7.01,14.0,6.99
0671631985,Teach Your Child to Read in 100 Easy Lessons,Siegfried EngelmannPhyllis HaddoxElaine Bruner,11.01,25.0,13.99
9780671657864,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives",Brian L. Weiss,3.24,17.0,13.76
0618391118,The Silmarillion,J.R.R. Tolkien,7.01,40.0,32.99
0545139708,Harry Potter and the Deathly Hallows (Book 7),J. K. Rowling,5.01,14.99,9.98
0545162076,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,46.94,86.93,39.99
0593357132,The Martian: A Novel,Andy Weir,4.7,9.99,5.29
0553537865,Grumpy Monkey,Suzanne Lang,11.02,17.99,6.97
0679763880,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,2.0,17.95,15.95
9780545231497,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,Deborah Schecter,7.7,20.99,13.29
059309932X,Dune: Deluxe Edition,Frank Herbert,8.01,40.0,31.99
0545261244,The Wonky Donkey,Craig Smith,2.71,7.99,5.28
0593395565,Project Hail Mary: A Novel (Random House Large Print),Andy Weir,9.94,31.0,21.06
0553807919,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. SiegelTina Payne Bryson,13.61,27.0,13.39
0593396561,Klara and the Sun: A Novel (Random House Large Print),Kazuo Ishiguro,4.99,30.0,25.01
0593396804,How to Be an Antiracist (Random House Large Print),Ibram X. Kendi,14.01,29.0,14.99
052542976X,The Book of Longings: A Novel,Sue Monk Kidd,13.94,28.0,14.06
0593400356,The Guardians: A Novel,John Grisham,2.73,19.99,17.26
059340047X,Untamed (Random House Large Print),Glennon Doyle,13.27,30.0,16.73
0545392551,Giraffes Can't Dance,Giles AndreaeGuy Parker-Rees,0.71,6.99,6.28
0525431993,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,3.98,16.95,12.97
9780679805274,"Oh, the Places You'll Go!",Dr. Seuss,10.01,18.99,8.98
052543528X,Squeeze Me: A novel,Carl Hiaasen,3.97,16.95,12.98
0679832270,"We're Different, We're the Same (Sesame Street) (Pictureback(R))",Joe Mathieu,1.69,4.99,3.3
0593128176,The Beekeeper of Aleppo: A Novel,Christy Lefteri,8.04,17.0,8.96
0525475060,Looking For Alaska,John Green,2.0,18.99,16.99
0545586178,Catching Fire |Hunger Games|2,Suzanne Collins,5.01,12.99,7.98
0593438361,Dune (Movie Tie-In),Frank Herbert,2.75,10.99,8.24
9780525478812,The Fault in Our Stars,John Green,8.49,19.99,11.5
0593129989,The Guardians: A Novel,John Grisham,7.2,18.0,10.8
0593452097,The Lincoln Highway: A Novel,Amor Towles,10.05,50.0,39.95
0593452739,Better Off Dead: A Jack Reacher Novel,Lee Child,8.86,45.0,36.14
0593133587,The Gifts of Imperfection: 10th Anniversary Edition: Features a new foreword and brand-new tools,Brené Brown,11.86,25.0,13.14
0593459288,Sooley: A Novel,John Grisham,11.8,45.0,33.2
0593459318,Sooley: A Novel (Random House Large Print),John Grisham,8.51,31.0,22.49
0593135202,Project Hail Mary: A Novel,Andy Weir,14.5,28.99,14.49
0525509283,How to Be an Antiracist,Ibram X. Kendi,11.84,27.0,15.16
059346527X,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,6.41,15.99,9.58
9780679890478,Are You My Mother? (Bright & Early Board Books(TM)),P.D. Eastman,1.69,4.99,3.3
0593135938,High Achiever: The Incredible True Story of One Addict's Double Life,Tiffany Jenkins,3.81,15.99,12.18
9780679891147,Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library),Bonnie Worth,4.52,9.99,5.47
9780679891154,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),Tish RabeAristides Ruiz,1.01,9.99,8.98
0545663261,Mockingjay (Hunger Games),Suzanne Collins,4.3,12.99,8.69
0593505034,Better Off Dead: A Jack Reacher Novel,Lee Child,10.46,31.0,20.54
0545670314,The Hunger Games Trilogy: The Hunger Games / Catching Fire / Mockingjay,Suzanne Collins,13.1,38.97,25.87
9780545688864,I Am a Big Brother (Caroline Jayne Church),Caroline Jayne Church,1.99,6.99,5.0
0593138309,The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything,Clea Shearer,14.25,28.5,14.25
0545790352,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,16.11,39.99,23.88
0593139135,Greenlights,Matthew McConaughey,13.05,30.0,16.95
0593157494,A Long Petal of the Sea: A Novel,Isabel Allende,2.51,17.0,14.49
059315777X,Camino Winds: A Novel,John Grisham,2.51,9.99,7.48
1338598597,Guts: A Graphic Novel,Raina Telgemeier,7.09,12.99,5.9
0593157818,A Time for Mercy: A Jake Brigance Novel,John Grisham,2.51,9.99,7.48
054585251X,Guts: A Graphic Novel (Library Edition),Raina Telgemeier,9.7,24.99,15.29
0593157826,A Time for Mercy: A Jake Brigance Novel,John Grisham,3.62,18.0,14.38
0529100770,Jesus Calling - Deluxe Edition Teal Cover: Enjoying Peace in His Presence,Sarah Young,10.6,19.99,9.39
0593167163,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.39,45.0,40.61
0593168488,The Judge's List: A Novel (The Whistler),John Grisham,5.01,45.0,39.99
0593168534,The Judge's List: A Novel (The Whistler),John Grisham,11.0,32.0,21.0
0593168542,A Time for Mercy (Jake Brigance),John Grisham,15.55,45.0,29.45
0593170989,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company (Random House Large Print),Robert Iger,13.2,30.0,16.8
0593172078,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,15.01,34.0,18.99
0525536299,The Vanishing Half: A Novel,Brit Bennett,9.63,27.0,17.37
0684801221,"The Old Man and The Sea, Book Cover May Vary",Ernest Hemingway,1.6,12.99,11.39
0545935172,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.03,9.99,5.96
0545935180,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.03,9.99,5.96
0545935202,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,3.01,9.99,6.98
0525541918,Such a Fun Age,Kiley Reid,6.64,17.0,10.36
0525553363,Hair Love,Vashti Harrison,9.01,17.99,8.98
054725127,A Long Walk to Water: Based on a True Story,Linda Sue Park,1.6,16.0,14.4
0593192575,"Relationship Goals: How to Win at Dating, Marriage, and Sex",Michael Todd,11.84,23.0,11.16
0593193024,When God Made You,Matthew Paul Turner,1.6,8.99,7.39
0525559477,The Midnight Library: A Novel,Matt Haig,12.71,26.0,13.29
0547577311,A Long Walk to Water: Based on a True Story,Linda Sue Park,1.35,8.99,7.64
0593199308,Battle Ground (Dresden Files),Jim Butcher,14.01,28.0,13.99
0593199316,Battle Ground (Dresden Files),Jim Butcher,2.51,9.99,7.48
0593203399,Frankenstein,by Mary Shelley (Author),1.6,12.99,11.39
0525562621,The Testaments: A Novel (The Handmaid's Tale),Margaret Atwood,4.69,16.95,12.26
0525562648,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,2.15,17.0,14.85
0525563709,Origin: A Novel (Robert Langdon),Dan Brown,1.64,9.99,8.35
0525564209,"My Sister, the Serial Killer: A Novel",Oyinkan Braithwaite,6.37,16.0,9.63
0547928181,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,25.51,65.0,39.49
054792819X,The Return of the King: Being the Third Part of the Lord of the Rings,J.R.R. Tolkien,4.85,16.99,12.14
054792822X,The Hobbit,J. R. R. Tolkien,4.07,16.99,12.92
0593230256,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,17.21,32.0,14.79
0593233921,Bad Manners: The Official Cookbook: Eat Like You Give a F*ck: A Vegan Cookbook,Bad MannersMichelle DavisMatt Holloway,9.0,26.99,17.99
0544272994,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,13.21,28.0,14.79
0544320417,Little Blue Truck's Christmas,Alice SchertleJill McElmurry,6.43,16.99,10.56
9780544336261,The Giver (1) (Giver Quartet),Lois Lowry,4.44,9.99,5.55
0553274295,Where the Red Fern Grows,Wilson Rawls,2.8,8.99,6.19
0544338014,The Silmarillion,J.R.R. Tolkien,2.5,17.99,15.49
0544340000,Number the Stars 25th Anniversary,Lois Lowry,1.8,17.99,16.19
054434068X,The Giver Movie Tie-In Edition (1) (Giver Quartet),Lois Lowry,4.99,9.99,5.0
0593296672,The Sanatorium: A Novel,Sarah Pearse,12.17,27.0,14.83
0553293354,Foundation,Isaac Asimov,1.2,7.99,6.79
0544445783,The Hobbit and The Lord of the Rings: Deluxe Pocket Boxed Set,J.R.R. Tolkien,32.08,59.99,27.91
0593298942,I Alone Can Fix It: Donald J. Trump's Catastrophic Final Year,Philip Rucker,12.44,30.0,17.56
0670022411,A Discovery of Witches: A Novel (All Souls Series),by Deborah E. Harkness (Author),3.01,30.0,26.99
0670023485,Shadow of Night: A Novel (All Souls Series),Deborah Harkness,11.62,30.0,18.38
9780553380163,A Brief History of Time,Stephen Hawking,10.01,18.0,7.99
067002581X,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,15.01,30.0,14.99
0544580141,Polar Express 30th anniversary edition,Chris Van Allsburg,8.21,19.99,11.78
0670026190,A Gentleman in Moscow: A Novel,Amor Towles,13.24,28.0,14.76
0525572643,The Home Edit: A Guide to Organizing and Realizing Your House Goals,Clea Shearer,14.01,24.99,10.98
0679444327,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,8.01,38.0,29.99
0670062510,The Outsiders 40th Anniversary edition,S. E. Hinton,4.71,17.99,13.28
0525574689,One Day in December: A Novel,Josie Silver,4.42,17.0,12.58
0670532576,The Outsiders,S. E. Hinton,4.6,17.99,13.39
0670785938,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",by Bessel van der Kolk M.D. (Author),7.47,30.0,22.53
0615835600,Spilled Milk: Based on a true story,K.L Randis,5.01,25.0,19.99
9780525589983,Educated: A Memoir (Random House Large Print),Tara Westover,13.01,30.0,16.99
0525620788,Mexican Gothic,Silvia Moreno-Garcia,14.93,27.0,12.07
052562080X,Mexican Gothic,Silvia Moreno-Garcia,4.93,17.0,12.07
052562094X,The Guardians: A Novel,John Grisham,2.51,9.99,7.48
0689835604,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,1.01,5.99,4.98
0525633677,Becoming,Michelle Obama,21.96,45.0,23.04
1524763160,A Promised Land (Random House Large Print),Barack Obama,30.98,47.0,16.02
0525639381,The Guardians: A Novel,John Grisham,15.51,32.0,16.49
0689840926,Hatchet,Gary Paulsen,7.4,18.99,11.59
0691170029,Alice's Adventures in Wonderland: 150th Anniversary Edition,Lewis Carroll,5.96,24.95,18.99
0763644765,Potty (Leslie Patricelli board books),Leslie Patricelli,1.7,7.99,6.29
0756952603,Chicka Chicka Boom Boom,John Archambault,1.0,19.8,18.8
9780762447695,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,8.55,17.0,8.45
069284838X,What Should Danny Do? (The Power to Choose Series),Adir Levy,7.3,21.99,14.69
0692927999,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,2.0,8.99,6.99
0762459816,The Screaming Goat (Book & Figure),,2.25,9.95,7.7
0694003611,Goodnight Moon,Margaret Wise Brown,3.63,8.99,5.36
0718039858,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,9.06,24.99,15.93
0718039874,"Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again",Lysa TerKeurst,12.59,26.99,14.4
0762462876,Wacky Waving Inflatable Tube Guy (RP Minis),"by Conor Riordan (Author), Gemma Correll (Illustrator)",6.16,12.95,6.79
071808554X,"Jesus Calling, Large Text Teal Leathersoft, with full Scriptures: Enjoying Peace in His Presence",Sarah Young,7.46,24.99,17.53
0770433367,"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions",Carley Roney,7.69,29.99,22.3
0762490411,Bob Ross Bobblehead: With Sound! (RP Minis),Bob Ross,6.1,12.95,6.85
0762492791,Everyday Tarot Mini Tarot Deck (RP Minis),Brigit Esselmont,2.56,12.95,10.39
0778309452,"The Henna Artist: A Novel (The Jaipur Trilogy, 1)",Alka Joshi,13.33,26.99,13.66
0778311015,The Lost Apothecary: A Novel,Sarah Penner,14.0,27.99,13.99
0778331474,"The Henna Artist: A Novel (The Jaipur Trilogy, 1)",Alka Joshi,4.01,17.99,13.98
0778360016,"Virgin River (A Virgin River Novel, 1)",Robyn Carr,6.3,16.99,10.69
0778801314,Ball Complete Book of Home Preserving,Judi KingryLauren Devine,9.23,24.95,15.72
0778805107,Ball Complete Book of Home Preserving: 400 Delicious and Creative Recipes for Today,Judi KingryLauren Devine,7.29,34.95,27.66
074324754X,The Glass Castle: A Memoir,Jeannette Walls,3.85,17.0,13.15
0756404746,The Name of the Wind,Patrick Rothfuss,1.1,10.99,9.89
0756407915,The Wise Man's Fear (Kingkiller Chronicle),Patrick Rothfuss,2.6,9.99,7.39
074327010X,The Coldest Winter Ever: A Novel,Sister Souljah,7.02,17.0,9.98
0761149163,Brain Quest Workbook: Grade 3,by Janet A. Meyer (Author),6.15,12.95,6.8
9780765326355,"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,14.41,37.99,23.58
0765326361,"Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2)",Brandon Sanderson,12.03,37.99,25.96
076532637X,"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,14.73,37.99,23.26
0765326388,"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)",Brandon Sanderson,14.0,34.99,20.99
0765356864,"One Second After (A John Matherson Novel, 1)",William R. Forstchen,1.0,9.99,8.99
0765365278,The Way of Kings,Brandon Sanderson,1.8,9.99,8.19
0765365286,"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,1.1,10.99,9.89
076536529,"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,2.59,10.99,8.4
0765376679,"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,7.2,21.99,14.79
0765377063,"The Three-Body Problem (The Three-Body Problem Series, 1)",Cixin Liu,12.0,27.99,15.99
0765378485,"Ender's Game (The Ender Saga, 1)",Orson Scott Card,3.65,12.99,9.34
0735211299,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,15.02,27.0,11.98
9780765382030,The Three-Body Problem,Cixin Liu,7.4,17.99,10.59
0735211736,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan HolidayStephen Hanselman,6.44,27.0,20.56
0765387565,The Invisible Life of Addie LaRue,V. E. Schwab,10.8,26.99,16.19
0735213615,Breath: The New Science of a Lost Art,James Nestor,7.24,28.0,20.76
0765394863,"Ender's Game (The Ender Saga, 1)",Orson Scott Card,5.5,14.99,9.49
9780765397539,"All Systems Red: The Murderbot Diaries (The Murderbot Diaries, 1)",Martha Wells,0.8,15.99,15.19
073521672X,Deacon King Kong: A Novel,James McBride,15.41,28.0,12.59
0761187480,What to Expect When You're Expecting,Heidi Murkoff,4.88,17.95,13.07
0735216738,Deacon King Kong: A Novel,James McBride,2.01,17.0,14.99
0761189246,What to Expect When You're Expecting (What to Expect (Workman Publishing)),Heidi Murkoff,6.75,29.95,23.2
0735219095,Where the Crawdads Sing,Delia Owens,13.6,26.0,12.4
0735219109,Where the Crawdads Sing,Delia Owens,8.02,18.0,9.98
0761189602,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,1.51,9.95,8.44
0735220689,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,13.47,27.0,13.53
0735220697,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,3.22,16.0,12.78
0761193642,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,3.22,9.95,6.73
0735221103,The Couple Next Door: A Novel,Shari Lapena,6.04,16.0,9.96
0735222355,The Lincoln Highway: A Novel,Amor Towles,12.0,30.0,18.0
9780735224292,Little Fires Everywhere,Celeste Ng,14.31,27.0,12.69
0735224315,Little Fires Everywhere: A Novel,Celeste Ng,6.8,17.0,10.2
073522465X,The Searcher: A Novel,Tana French,14.21,27.0,12.79
0735224676,The Searcher: A Novel,Tana French,3.73,18.0,14.27
073522529X,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,15.31,28.0,12.69
0735225311,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,4.61,18.0,13.39
9780767905923,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson, 20th Anniversary Edition",Mitch Albom,9.49,17.0,7.51
0785833528,Think and Grow Rich,Napoleon Hill,2.1,9.99,7.89
9780786838653,"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,2.02,7.99,5.97
0786856297,"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,6.1,17.99,11.89
0545271908,"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)",Rick Riordan,6.0,17.99,11.99
0786965592,Dungeons & Dragons Starter Set,Wizards RPG Team,11.37,19.99,8.62
0786966750,"Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,22.46,49.95,27.49
9780786965625,"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,16.09,49.95,33.86
0786966017,Volo's Guide to Monsters (Dungeons & Dragons),Wizards RPG Team,23.46,49.95,26.49
078696611,Xanathar's Guide to Everything (Dungeons & Dragons),Wizards RPG Team,18.46,49.95,31.49
0786966629,"Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen)",Wizards RPG Team,82.78,169.95,87.17
0786966831,Dungeons & Dragons Essentials Kit (D&D Boxed Set),by Wizards RPG Team (Author),9.5,24.99,15.49
0786967021,Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons),Wizards RPG Team,22.77,49.95,27.18
0805017445,"Brown Bear, Brown Bear, What Do You See?","by Bill Martin Jr. (Author), Eric Carle (Author)",12.3,19.99,7.69
0805092447,"Brown Bear, Brown Bear, What Do You See? My First Reader","by Bill Martin Jr. (Author), Eric Carle (Illustrator)",4.0,8.99,4.99
0805093079,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,19.8,35.0,15.2
9780805094596,"Shadow and Bone (The Shadow and Bone Trilogy, 1)",Leigh Bardugo,3.1,19.99,16.89
0805094601,"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,5.59,19.99,14.4
080509461X,"Ruin and Rising (The Shadow and Bone Trilogy, 3)",Leigh Bardugo,3.82,19.99,16.17
9780805095159,Being Mortal: Medicine and What Matters in the End,Atul Gawande,13.9,28.0,14.1
0805096604,"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,16.61,30.0,13.39
9780805098549,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,21.02,35.0,13.98
0803726570,Room on the Broom,Julia Donaldson,2.0,18.99,16.99
9780803731097,The Gruffalo (Picture Books),Julia Donaldson,2.0,17.99,15.99
0803731930,Baby Signs: A Baby-Sized Introduction to Speaking with Sign Language,Joy Allen,1.81,6.99,5.18
0803736800,Dragons Love Tacos,Adam RubinDaniel Salmieri,10.04,18.99,8.95
0333903374,Room on the Broom,Julia Donaldson,1.82,7.99,6.17
0141361794,The Book with No Pictures,B. J. Novak,9.35,17.99,8.64
0804139024,The Martian: A Novel,Andy Weir,13.21,28.0,14.79
080413929,"Zero to One: Notes on Startups, or How to Build the Future",Peter ThielBlake Masters,13.01,28.0,14.99
0804168431,The Book Thief,Markus Zusak,5.78,29.95,24.17
0804172447,Station Eleven,Emily St. John Mandel,6.72,16.95,10.23
0804172706,A Little Life,Hanya Yanagihara,3.18,18.0,14.82
0804172722,The Body: A Guide for Occupants,Bill Bryson,2.81,17.0,14.19
